name	ra	dec	micron_flux_12	micron_flux_25	micron_flux_60	micron_flux_100	psc_id	extend_flag	var_flag	obj_id_flag	micron_flux_12_flag	micron_flux_25_flag	micron_flux_60_flag	micron_flux_100_flag	opt_mag	helio_velocity	helio_velocity_error	source	t_type	class
0338-7113	54.50167	-71.22306	0.250034540891647	0.218776181340218	1.22461640834808	2.07491374015808	4	0	N	Z	1	3	3	3	15.8100004196167	14554	25	1221	D	GALAXY
A0018-7112	4.56292	-71.20583	0.250034540891647	0.250034540891647	1.29717934131622	1.11686325073242	0	0	N	Z	1	1	3	3		98032	0	-1		GALAXY
	85.15125	-71.19139	1.73380386829376	9.88553142547607	65.3130645751953	112.719757080078	3	3	3	M	3	3	3	3						GALAXY HII REGION
0725-7108	111.48042	-71.14528	0.250034540891647	0.342767804861069	1.54525446891785	2.38781142234802	0	2	N	O	1	3	3	3		7445	53	43		GALAXY
0603-7102	90.89417	-71.04944	0.250034540891647	0.623734831809998	5.0118727684021	5.75439929962158	3	2	N	O	1	3	3	3		23823	36	-5		GALAXY
A1340-7101	205.04708	-71.01694	0.459198027849197	0.289734363555908	1.41905736923218	4.83058834075928	0	0	2	O	3	3	3	3		7259	35	-502		GALAXY
N6872 M	302.89875	-70.92361	0.350751876831055	0.334195017814636	2.45470881462097	7.53355503082275	4	6	N	Z	1	1	3	3	12.4499998092651	4701	42		3B P	GALAXY
	85.38542	-70.91972	0.251767694950104	0.250034540891647	2.57039546966553	12.3879642486572	0	0	N	M	1	1	3	3						GALAXY HII REGION
0052- 054	13.025	-70.90583	0.249459475278854	0.909913241863251	1	0.599791049957275	0	1	3	Z	2	3	3	1		21000	300			GALAXY
2251-7053	342.98667	-70.89861	0.250034540891647	0.250034540891647	1.21618616580963	2.39331555366516	3	0	N	Z	1	1	3	3		3750	100	31 7	0	GALAXY
A1336-7052	204.1125	-70.87611	0.250034540891647	0.250034540891647	1.27350318431854	3.45143723487854	3	0	N	O	1	1	3	3		5367	53	-502	5	GALAXY
	107.1325	-70.82722	0.100000001490116	0.100000001490116	0.889201104640961	2.48313307762146	0	4	N	O	1	1	3	3		7272	55			GALAXY
N6808	294.62833	-70.75056	0.701455295085907	0.90573263168335	7.31139039993286	18.3231449127197	4	0	1	Z	3	3	3	3	13.6000003814697	3468	21	1	1A R	GALAXY
	85.3675	-70.74861	0.219785988330841	0.400866717100143	3.22106885910034	14.3879852294922	0	2	1	M	2	3	3	1						GALAXY HII REGION
1701-7043	255.38417	-70.72944	0.258821278810501	0.140928879380226	1.22743916511536	4.6131763458252	3	4	N	O	1	1	3	3		4782	38	-5		GALAXY
A0656-7042	104.1925	-70.70417	0.250034540891647	0.179473370313644	1.30016946792603	2.64240908622742	0	0	N	O	1	2	3	3		11295	63	-502		GALAXY
A1644-7034	251.20542	-70.58083	0.250034540891647	0.304088532924652	1.55238699913025	2.64240908622742	0	0	N	O	1	1	3	3		21054	38	-502		GALAXY
	61.50292	-70.54111	0.100000001490116	0.132129564881325	0.926829814910889	2.51188635826111	0	4	N	O	1	1	3	3		7433	37			GALAXY
A2248-7027	342.05	-70.46361	0.250034540891647	0.250034540891647	1.68655300140381	2.89067959785461	0	0	N	O	1	1	3	3		31464	36	-502		GALAXY
A2140-7025	325.09333	-70.43222	0.250034540891647	0.158489316701889	1.3121999502182	1.81970083713532	0	0	N	O	1	2	3	3		19933	36	-502		GALAXY
0611-7020	92.79333	-70.33556	0.572796046733856	0.458141893148422	3.11888933181763	4.64515352249146	0	2	1	O	2	3	3	3		7773	37	-5		GALAXY
A2040-7019	310.06083	-70.32528	0.100000001490116	0.100000001490116	0.729457497596741	1.50660693645477	0	0	N	Z	1	1	2	3		22424	120	1743		GALAXY
N 406	16.42958	-70.14528	0.110917486250401	0.21134889125824	1.79887092113495	3.99944758415222	4	4	N	Z	1	1	3	3	12.6700000762939	1468	26	105	5A S	GALAXY
	87.27583	-70.10639	0.449779838323593	0.79799473285675	11.5877704620361	134.89631652832	3	6	V	M	3	3	3	1						GALAXY HII REGION
	87.24	-70.04139	0.461317539215088	5.64936923980713	27.6057777404785	99.77001953125	3	6	1	M	3	3	3	1						GALAXY HII REGION
	87.17417	-70.02417	1.01624858379364	3.76703786849976	26.1818294525146	68.7068252563477	0	6	N	M	1	1	3	1						GALAXY HII REGION
I4595	243.84583	-70.02278	0.701455295085907	0.756832897663116	6.91831016540527	17.7418975830078	3	3	9	O	3	3	3	3		3542	36	-5	6	GALAXY
	87.15292	-69.89806	0.316956728696823	1.0423173904419	12.0503616333008	38.9045066833496	0	2	7	M	3	3	3	3						GALAXY HII REGION
0937-6951	144.385	-69.86528	0.250034540891647	0.407380282878876	4.80839395523071	10.0693168640137	3	2	N	O	1	3	3	3		6066	37	-5		GALAXY
2022-6950	305.71208	-69.83944	0.250034540891647	0.287078052759171	1.40281355381012	2.76694178581238	0	0	N	O	1	1	3	3		29259	120	1743		GALAXY
0524-6948	81	-69.8	2779.71166992188	7816.2802734375	82794.2578125	184501.453125	4	8	N	L					1.20000004768372	278	2	801	9B S	GALAXY
A2126-6946	321.53208	-69.77167	0.250034540891647	0.250034540891647	1.47570657730103	3.53183150291443	0	0	N	O	1	1	3	3		12235	68	-502		GALAXY
A0952-6939	148.06417	-69.65778	0.250034540891647	0.201372429728508	1.79887092113495	2.11348938941956	0	0	N	B	1	2	3	3		39422	300	53		GALAXY
1928-6939	292.13167	-69.65333	0.250034540891647	0.250034540891647	1.26765203475952	1.66341245174408	0	0	N	O	1	1	3	3		33906	120	1743		GALAXY
0822-6936	125.63958	-69.61	0.616595029830933	0.727779805660248	4.6665940284729	6.87068462371826	3	2	N	O	1	3	3	3		3924	36	-5		GALAXY
N2150	89.05042	-69.56583	0.350751876831055	0.642687737941742	4.5081672668457	7.22769737243652	3	0	1	Z	3	3	3	3		4440	40	7 0		GALAXY
2317-6929	349.49875	-69.48889	0.303389102220535	0.443608671426773	5.71478605270386	9.90832042694092	3	0	N	O	1	3	3	3		12460	55	-5		GALAXY
2323-6926	350.76042	-69.44639	0.250034540891647	0.317687392234802	3.72391700744629	3.5809645652771	0	0	N	O	1	3	3	3		31870	70	-5		GALAXY
N2442	114.0825	-69.43694	1.41905736923218	1.88799142837524	12.2179937362671	43.5511817932129	3	7	N	Z	1	3	2	1	11.8100004196167	1429	9	105	3B2S	GALAXY
N2442	114.13458	-69.41417	1.67109084129334	1.83231449127197	15.7398300170898	49.2039451599121	4	7	N	Z	1	3	3	1	11.8100004196167	1429	9	105	3B2S	GALAXY
I5052	311.84792	-69.38778	0.157036274671555	0.458141893148422	3.08318758010864	7.37904262542725	4	4	N	Z	1	1	3	3	12.4700002670288	595	7	1119	7B	GALAXY
A1056-6923	164.1025	-69.38417	0.250034540891647	0.275422871112823	1.54525446891785	2.19280481338501	3	0	N	O	1	3	3	3		8948	40	-502	3	GALAXY
2049-6914 M	312.36958	-69.22722	0.250034540891647	0.250034540891647	1.26765203475952	2.62421870231628	4	0	N	Z	1	1	3	3		11185	46	37		GALAXY
A1120-6909	170.12875	-69.16472	0.110917486250401	0.25527012348175	2.37137365341186	6.69884586334229	3	4	N	O	1	1	3	3		12510	36	-502		GALAXY
1509-6901	227.32958	-69.02444	0.296483129262924	0.457088232040405	4.35511922836304	9.63828945159912	3	0	N	O	1	3	3	3		8227	38	-5		GALAXY
1111-6859	167.79208	-68.99833	0.250034540891647	0.250034540891647	1.33352148532867	3.45143723487854	3	0	N	D	1	1	3	3		1383	100	3617	6	GALAXY
1732-6855	263.1225	-68.93	0.250034540891647	0.464515268802643	2.72270083427429	3.5156044960022	0	0	N	O	1	3	3	3		13624	36	-5		GALAXY
N6943	309.95958	-68.92917	0.434510231018066	0.281838297843933	2.55858588218689	8.85115623474121	4	4	N	Z	1	2	3	3	12.3199996948242	3104	10	1119	6X R	GALAXY
N2397	110.37333	-68.90472	0.693425834178925	1.09144032001495	8.51137924194336	18.7068252563477	4	3	8	Z	3	3	3	3	13.0799999237061	1326	19	1018	2B4S	GALAXY
0856-6851	134.23708	-68.86528	0.306196331977844	0.619441092014313	2.62421870231628	5.42000865936279	3	0	N	O	1	3	3	3		1398	36	-5		GALAXY
A0953-6851	148.475	-68.86278	0.250034540891647	0.250034540891647	1.84926843643189	4.0550856590271	0	0	N	O	1	1	3	3		6043	60	-502		GALAXY
A1515-6850	228.86042	-68.84611	0.519996047019958	0.219785988330841	1.5885466337204	3.86366987228394	3	0	5	O	3	3	3	3		4981	37	-502	5	GALAXY
0852-6850	133.02042	-68.84139	0.250034540891647	0.688652276992798	5.75439929962158	6.20869016647339	3	2	N	Z	1	3	3	3		13885	60	1225		GALAXY
A2251-6841	342.85667	-68.6875	0.250034540891647	0.260615348815918	1.40604758262634	2.28034234046936	0	0	N	O	1	3	3	3		12215	35	-502		GALAXY
A1648-6837	252.10708	-68.62583	0.251767694950104	0.268534451723099	1.3614444732666	1.53461694717407	0	0	N	O	1	3	3	3		12757	308	-502		GALAXY
0155-6837	28.93167	-68.62139	0.250034540891647	0.381065785884857	3.2885160446167	6.807692527771	3	0	N	O	1	3	3	3		9468	36	-5		GALAXY
1549-6834	237.44667	-68.56861	0.250610917806625	0.325087308883667	1.41905736923218	3.71535277366638	3	0	N	Z	1	1	3	3		6231	0	31	3	GALAXY
A1757-6830	269.33042	-68.51139	0.250034540891647	0.250034540891647	1.76197624206543	3.78442549705505	0	0	N	O	1	1	3	3		3312	35	-502		GALAXY
0141-6826	25.48708	-68.43861	0.250034540891647	0.372391700744629	2.21819615364075	2.58225989341736	0	0	N	O	1	3	3	3		22771	37	-5		GALAXY
1147-6824	176.75875	-68.41639	0.250034540891647	0.250034540891647	2.55858588218689	4.75335264205933	0	0	N	O	1	2	3	3		7476	48	-5		GALAXY
A1245-6822	191.37292	-68.37889	0.250034540891647	0.683911621570587	1.56675124168396	15.1007976531982	0	0	N	O	1	3	3	1		23136	42	-502		GALAXY
1918-6822	289.60292	-68.375	0.254097253084183	0.628058314323425	3.74110555648804	4.69894170761108	0	0	N	O	1	3	3	3		4963	36	-5		GALAXY
N1473	56.80667	-68.37333	0.250034540891647	0.250034540891647	1.19949924945831	2.82487988471985	3	0	N	Z	1	1	3	3		1359	27			GALAXY
I5288	347.14208	-68.36639	0.250034540891647	0.250034540891647	1.64437162876129	4.09260654449463	3	0	N	O	1	1	3	3		8766	44	-502	1	GALAXY
1633-6820	248.25083	-68.33472	0.239883288741112	0.660693466663361	7.11213493347168	11.5345335006714	3	0	1	O	2	3	3	3		14082	41	-5		GALAXY
0726-6811	111.72917	-68.19639	0.250034540891647	0.401790797710419	2.63026762008667	3.16227769851685	0	0	N	O	1	3	3	3		19455	37	-5		GALAXY
N2601	126.29375	-67.9525	0.250034540891647	0.409260660409927	3.41979479789734	7.6383581161499	4	0	N	Z	1	3	3	3		3234	49	0	-2A	GALAXY
A1542-6747	235.54333	-67.79889	0.100000001490116	0.100000001490116	1.28824961185455	5.98411512374878	0	4	N	O	1	1	2	3		3384	36	-502		GALAXY
N1511	59.85208	-67.77556	1.21059799194336	3.22106885910034	25.409725189209	42.854850769043	4	3	8	Z	3	3	3	3	12.4700002670288	1349	22	105	2A	GALAXY
0838-6744	129.58292	-67.74917	0.138675585389137	0.308318763971329	1.83653855323792	2.6668586730957	3	4	N	O	1	2	3	3		7199	36	-5	6	GALAXY
2040-6744AM	310.19375	-67.73222	0.250034540891647	0.366437584161758	4.62380981445313	8.7902250289917	3	0	N	Z	1	3	3	3	15.1999998092651	10355	35	12 1		GALAXY
N2788	137.08708	-67.72944	0.250034540891647	0.306902199983597	2.81838321685791	6.96626615524292	4	0	N	Z	1	3	3	3		1538	47	0		GALAXY
I4729	278.68542	-67.47083	0.250034540891647	0.300607621669769	1.4588143825531	4.24619579315185	3	0	N	D	1	2	3	3		4450	100	1210	3	GALAXY
A0727-6728	111.96458	-67.46944	0.304789483547211	0.431519061326981	1.57398295402527	4.45656299591065	3	0	9	O	2	3	3	3		3598	56	-502		GALAXY
A1033-6727	158.34458	-67.46417	0.250034540891647	0.280543386936188	1.23879671096802	2.31206464767456	0	0	N	O	1	3	3	3		5933	61	-502		GALAXY
I5023	308.38708	-67.36	0.250034540891647	0.250034540891647	1.40281355381012	3.93550109863281	3	0	N	Z	1	1	3	3	14.3000001907349	3207	20	2507	5	GALAXY
1111-6715	167.80208	-67.26222	0.250034540891647	0.449779838323593	2.673006772995	3.76703786849976	0	0	N	O	1	3	3	3		5762	37	-5		GALAXY
A0854-6715	133.74167	-67.25944	0.203235685825348	0.132129564881325	1.04954254627228	2.89734363555908	3	4	N	Z	1	1	3	3	12.0100002288818	3260	35	1748	3	GALAXY
A1645-6715	251.36375	-67.2575	0.276057779788971	0.250034540891647	1.41579389572144	2.40990519523621	0	0	N	O	2	1	3	3		7737	37	-502		GALAXY
I4713	276.19208	-67.25694	0.250034540891647	0.291071712970734	1.58124804496765	4.10204124450684	4	0	N	Z	1	1	3	3		5548	65	0 1	9 P	GALAXY
A0423-6714	65.80292	-67.24028	0.250034540891647	0.19142559170723	1.5885466337204	2.80543327331543	0	0	N	O	1	2	3	3		8642	52	-502		GALAXY
A1049-6707	162.39917	-67.1275	0.100000001490116	0.219785988330841	1.28233075141907	0.606736302375793	0	4	N	O	1	1	3	2		21932	43	-502		GALAXY
2207-6706	331.75125	-67.11611	0.250034540891647	0.259417951107025	1.34586024284363	2.19280481338501	4	0	N	Z	1	2	3	3	14.4399995803833	2120	30	3116		GALAXY
I5176	332.805	-67.09639	0.452897608280182	0.413999646902084	3.34965419769287	11.6144876480103	3	2	1	Z	3	3	3	3	12.6999998092651	1720	26	3604	6	GALAXY
0923-6701	140.93083	-67.01667	0.250034540891647	0.382824748754501	1.97242259979248	3.25087261199951	0	0	N	O	1	1	3	3		3185	36	-5		GALAXY
I4710	275.89125	-67.01472	0.100000001490116	0.100000001490116	1.53461694717407	2.70395851135254	4	4	N	Z	1	1	3	3	12.3400001525879	700	50	1	9B S	GALAXY
A2245-6659	341.2875	-66.98778	0.250034540891647	0.521194696426392	1.46892642974854	2.2961483001709	3	0	N	O	1	3	3	3		11100	35	-502		GALAXY
	76.33042	-66.98417	0.547015905380249	5.42000865936279	29.0402297973633	38.0189323425293	3	3	2	M	3	3	3	2						GALAXY HII REGION
2332-6657	353.03292	-66.955	0.250034540891647	0.254683047533035	1.78648746013641	3.43557953834534	3	2	N	O	1	3	3	3		6730	39	-5	1	GALAXY
	76.19958	-66.89111	0.250034540891647	0.279898136854172	3.31131100654602	13.3967695236206	0	2	N	M	1	3	3	3						GALAXY HII REGION
A0553-6653	88.42542	-66.88722	0.250034540891647	0.362242996692657	1.40281355381012	1.74180710315704	3	0	N	O	1	3	3	3		11693	56	-502		GALAXY
0728-6647 M	112.2125	-66.79333	0.304789483547211	0.360578626394272	2.72270083427429	7.94328212738037	3	2	5	Z	2	3	3	3		5155	62	1210	3	GALAXY
I2554A M	151.87583	-66.78528	1.10917472839356	2.79254364967346	17.4984683990479	36.3078002929687	4	1	V	Z	3	3	3	3	13.3000001907349	1190	40	12 9	5B P	GALAXY
	76.18	-66.73917	0.496592313051224	2.16271877288818	15.346173286438	26.4240837097168	3	0	6	M	3	3	3	3						GALAXY HII REGION
N5938	232.94	-66.69222	0.360578626394272	0.458141893148422	2.95120930671692	6.47142601013184	3	4	N	Z	1	1	3	3		3498	58	1018	3	GALAXY
N1313	49.40042	-66.68139	0.948418438434601	3.48337364196777	35.8922004699707	91.8332748413086	4	8	N	Z	1	3	3	3	10.6000003814697	448	8	0 0	7B S	GALAXY
1622-6640	245.73	-66.67361	0.271643936634064	0.497737109661102	4.73151206970215	9.52796077728272	3	2	N	O	1	3	3	3		6535	40	-5		GALAXY
0857-6631	134.4175	-66.53306	0.250034540891647	0.391741871833801	2.1978600025177	4.01790761947632	3	0	N	O	1	3	3	3		3283	37	-5		GALAXY
A0454-6629	73.59375	-66.49694	0.255858570337296	0.256448417901993	2.01836609840393	2.85101866722107	0	0	N	B	1	1	3	1		7105	300	53		GALAXY
0636-6629	99.16583	-66.48639	0.265460580587387	0.407380282878876	3.61409831047058	7.83429718017578	3	2	N	Z	1	3	3	3		7811	29	3604	3	GALAXY
A1446-6628	221.59208	-66.4725	0.239883288741112	0.229614868760109	2.82487988471985	11.857684135437	0	4	N	O	1	1	2	3		15507	39	-502		GALAXY
1555-6614 M	238.85583	-66.23972	0.21232445538044	0.325836718082428	5.99791049957275	16.4058952331543	3	6	N	O	1	2	3	1		3700	44	-5		GALAXY
N7734 M	354.97	-66.22611	0.250034540891647	0.250034540891647	1.24165225028992	3.78442549705505	3	0	N	Z	1	1	3	3	12.8999996185303	10587	26	3907	2	GALAXY
0356-6611	59.03708	-66.18361	0.250034540891647	0.374110609292984	1.95433950424194	3.06196308135986	3	0	N	O	1	3	3	3		5806	36	-5		GALAXY
I4585	238.8825	-66.17972	0.203235685825348	0.422668606042862	5.47016000747681	16.7109088897705	3	6	N	Z	1	3	3	2		3638	30	31		GALAXY
0642-6610	100.68542	-66.17917	0.100000001490116	0.290402263402939	1.16144871711731	2.87078022956848	3	4	N	Z	1	1	3	3	16.5799999237061	12319	210			GALAXY
1057-6603	164.37208	-66.05417	0.572796046733856	0.959400594234467	9.48418426513672	17.4180660247803	3	2	6	Z	3	3	3	3		1470	0	1210	5	GALAXY
0800-6600	120.18167	-66.01417	0.286417812108994	1.03752851486206	3.55631327629089	3.22106885910034	0	0	6	O	3	3	3	3		12324	36	-5		GALAXY
I5222	336.59833	-65.91722	0.703072309494019	0.439541608095169	1.79473340511322	3.57272815704346	3	0	N	Z	1	2	3	3		3167	27	39 0	1	GALAXY
N 360	15.23083	-65.87944	0.249459475278854	0.316956728696823	1.2647362947464	5.02342557907105	3	4	N	Z	1	1	3	3	13.1599998474121	2264	25	39 0	6	GALAXY
A0327-6550	51.96083	-65.83694	0.250034540891647	0.250034540891647	1.3121999502182	2.30674743652344	3	0	N	O	1	1	3	3		13857	76	-502		GALAXY
A0033-6549	8.33875	-65.83	0.250034540891647	0.177418947219849	1.3182567358017	2.38781142234802	0	0	N	B	1	2	3	3		22274	300	53		GALAXY
A0751-6548	117.93458	-65.80639	0.250034540891647	0.143218800425529	1.88364899158478	3.44349884986877	0	0	N	B	1	2	3	3		14120	300	53		GALAXY
2211-6548	332.89333	-65.80083	0.271019130945206	0.434510231018066	3.60578680038452	6.77641439437866	3	0	N	Z	1	3	3	3	14.3000001907349	3195	21	1225		GALAXY
A0718-6542	109.57917	-65.70472	0.250034540891647	0.131825670599937	1.39636826515198	2.36047840118408	3	0	N	B	1	2	3	3		7105	300	53	3	GALAXY
I5333	353.00625	-65.67222	0.250034540891647	0.250034540891647	1.19949924945831	3.01995182037354	3	0	N	Z	1	1	3	3		2072	35	3910	3	GALAXY
2328-6533	352.1375	-65.56111	0.250034540891647	0.250034540891647	2.37137365341186	3.11171650886536	0	0	N	O	1	1	3	3		22850	39	-5		GALAXY
A0930-6528	142.68792	-65.47556	0.250034540891647	0.250034540891647	1.23310470581055	3.38844132423401	0	0	N	O	1	1	3	3		4629	55	-502		GALAXY
1833-6528	278.34292	-65.47139	0.591561675071716	2.2961483001709	2.32273697853088	0.891250908374786	4	0	1	Z	3	3	3	2	15	3986	90	1011		GALAXY
N6844	299.53625	-65.36972	0.250034540891647	0.250034540891647	1.3121999502182	3.41979479789734	3	0	N	Z	1	1	3	3		3023	26	3604	1	GALAXY
1622-6518	245.70875	-65.30083	0.21232445538044	0.184926837682724	1.8535315990448	6.82338666915894	3	4	N	O	1	1	3	3		7649	58	-5	5	GALAXY
1754-6513	268.59792	-65.2325	0.250034540891647	0.278612107038498	1.61808001995087	3.22106885910034	0	0	N	Z	1	1	3	3		10950	100	31 7		GALAXY
A1838-6512	279.63417	-65.20028	0.250034540891647	0.250034540891647	1.38675570487976	1.95433950424194	0	0	N	B	1	1	3	3		6176	300	53		GALAXY
A2253-6511	343.44458	-65.19889	0.250034540891647	0.17988708615303	1.31522464752197	2.0511622428894	0	0	N	O	1	2	3	3		35982	212	-502		GALAXY
N 646 M	23.94167	-65.14806	0.250034540891647	0.409260660409927	2.93764996528625	6.807692527771	4	0	N	Z	1	3	3	2		8047	30	3604	5A P	GALAXY
1046-6503	161.59042	-65.06028	0.250034540891647	0.396278023719788	2.43781065940857	3.81944274902344	0	0	N	O	1	3	3	1		3360	41	-5		GALAXY
N1892	79.23792	-65.01	0.101624876260757	0.149623572826385	2.19280481338501	6.01173782348633	3	4	N	Z	1	1	3	3		1365	43	-5	3	GALAXY
I4790	282.9175	-64.99361	0.251767694950104	0.32062691450119	2.673006772995	7.11213493347168	3	0	N	O	1	3	3	3	13.9700002670288	4374	16	2508	1	GALAXY
I4745	279.41917	-64.99139	0.250034540891647	0.250034540891647	1.6904411315918	6.91831016540527	3	0	N	Z	1	1	3	3		4730	150	3112	0	GALAXY
1048-6454	162.21375	-64.91167	0.402717053890228	0.286417812108994	2.432204246521	4.45656299591065	0	0	N	O	1	3	3	1		5935	22	-5		GALAXY
0646-6454	101.65333	-64.90111	0.250034540891647	0.274157404899597	1.6218101978302	2.13796234130859	3	0	N	Z	1	3	3	3		9056	124	1225		GALAXY
0220-6450	35.10375	-64.83611	0.250034540891647	0.269153475761414	2.44343066215515	5.52077436447144	3	0	N	O	1	3	3	3		5971	36	-5		GALAXY
	283.225	-64.81972	0.184926837682724	0.100000001490116	0.984011054039001	2.65460562705994	0	4	N	O	1	1	3	3		6061	36			GALAXY
I4696	273.83333	-64.75472	0.250034540891647	0.355631321668625	2.82487988471985	7.11213493347168	3	0	N	O	1	3	3	3	13.4899997711182	4668	16	2508	6	GALAXY
1001-6443	150.47542	-64.725	0.250034540891647	0.250034540891647	1.24165225028992	4.67735099792481	3	0	N	O	1	1	3	3		2152	20	38 0	1	GALAXY
0901-6442	135.29833	-64.70583	0.250034540891647	0.182389587163925	2.0701413154602	5.21194696426392	3	0	N	Z	1	2	3	3		1669	20	1225	5	GALAXY
I5092	318.0375	-64.67278	0.250034540891647	0.25763213634491	1.22461640834808	3.69828152656555	4	0	N	Z	1	1	3	3		3255	29	3604	5B T	GALAXY
I4662	265.55625	-64.62083	0.250034540891647	1.0423173904419	8.26038074493408	11.7489738464355	4	0	N	Z	1	3	3	3	11.9899997711182	299	12	0 1	10B	GALAXY
0029-6431	7.44708	-64.52833	0.397191524505615	0.897428810596466	7.04693126678467	17.4984683990479	3	3	1	O	3	3	3	3		2704	40	3910	4	GALAXY
A0851-6429	132.79042	-64.49222	0.261216133832932	0.268534451723099	1.5995579957962	2.65460562705994	0	2	N	O	1	3	3	3		5578	52	-502		GALAXY
A1914-6425	288.74833	-64.42167	0.250034540891647	0.250034540891647	1.35518932342529	2.09893989562988	0	0	N	B	1	1	3	3		14900	300	53		GALAXY
0102-6423	15.62917	-64.38778	0.250034540891647	0.794328212738037	2.80543327331543	2.924152135849	4	0	N	Z	1	3	3	3	14.8800001144409	6036	30	1225	5	GALAXY
N2082	85.39708	-64.3225	0.323593646287918	0.237684026360512	2.85759043693542	8.39459991455078	4	2	6	Z	3	3	3	3	13.1000003814697	1374	30	105	3B R	GALAXY
0913-6415	138.42458	-64.26083	0.250034540891647	0.381065785884857	2.63026762008667	4.12097549438477	0	0	N	O	1	3	3	3		17546	47	-5		GALAXY
N7083	322.95833	-64.12556	0.647142589092255	0.853100121021271	5.79428720474243	17.3380432128906	4	5	1	Z	3	2	3	3	12.1400003433228	3126	20	2507	4A3S	GALAXY
A0419-6404	64.93708	-64.08111	0.250034540891647	0.250034540891647	1.24165225028992	3.91741919517517	3	0	N	B	1	1	3	3		5516	300	53		GALAXY
0900-6404	135.17083	-64.07667	0.250034540891647	0.529663443565369	4.10204124450684	5.80764484405518	3	0	N	Z	1	3	3	3		6636	125	1225		GALAXY
1523-6359	230.82375	-64.00167	0.184926837682724	0.219785988330841	1.58124804496765	3.47536158561706	3	4	N	O	1	1	3	3		3629	67	43	1B	GALAXY
I4799	283.53792	-63.99889	0.250034540891647	0.431519061326981	1.88799142837524	3.22106885910034	3	0	N	D	1	3	3	3	14.0200004577637	4533	16	2508	1	GALAXY
1639-6359	249.85792	-63.99167	0.100000001490116	0.184926837682724	2.03235697746277	7.69130516052246	0	4	N	O	1	2	3	2		15214	39	-5		GALAXY
1558-6358	239.65	-63.98111	0.230674743652344	0.343557953834534	2.87739825248718	5.52077436447144	3	4	N	O	1	1	3	3		7964	40	-5		GALAXY
	286.29083	-63.96278	0.263026773929596	0.299226462841034	1.64058995246887	1.05196177959442	4	7	N	M	1	1	3	1		833	15			GALAXY HII REGION
N6744	286.18958	-63.95806	2.85759043693542	4.17830419540405	22.1819610595703	85.7038040161133	3	8	N	Z	1	1	3	3		833	15	1		GALAXY
N6744	286.27167	-63.9075	0.287739843130112	0.250034540891647	1.01859140396118	10.7646541595459	4	7	N	M	1	1	3	1		833	0			GALAXY HII REGION
A0620-6352	95.02333	-63.87111	0.304789483547211	0.250034540891647	1.79887092113495	3.03389120101929	0	1	N	O	2	1	3	3		7099	78	-502		GALAXY
A2117-6349	319.46417	-63.82583	0.250034540891647	0.250034540891647	1.82810008525848	2.13304495811462	0	0	N	O	1	1	3	3		21965	51	-502		GALAXY
